Type,Sales per customer,Delivery Status,Category Name,Customer Segment,Customer State,Customer Zipcode,Department Name,Latitude,Longitude,Order Country,Order Customer Id,order date (DateOrders),Order Item Quantity,Sales,Order Item Total,Order Region,Order Status,Product Card Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
TRANSFER,93,Shipping on time,Women's Apparel,Corporate,NY,14120,Golf,43.02910233,-78.87342072,Estados Unidos,6376,7/28/2016 1:59,2,100,93,US Center ,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,08/01/16 01:59,Standard Class
TRANSFER,127.4000015,Advance shipping,Girls' Apparel,Corporate,MA,2360,Golf,41.92156601,-70.79362488,Estados Unidos,10591,6/25/2016 17:17,2,140,127.4000015,South of  USA ,PROCESSING,565,adidas Youth Germany Black/Red Away Match Soc,70,6/27/2016 17:17,Standard Class
TRANSFER,91,Late delivery,Women's Apparel,Corporate,HI,96789,Golf,21.45325851,-158.0102234,Estados Unidos,242,08/04/16 04:16,2,100,91,US Center ,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,08/09/16 04:16,Standard Class
TRANSFER,88,Late delivery,Women's Apparel,Corporate,CA,95616,Golf,38.54666138,-121.7412109,Estados Unidos,7268,5/23/2016 11:33,2,100,88,South of  USA ,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,5/28/2016 11:33,Standard Class
TRANSFER,85,Late delivery,Women's Apparel,Corporate,AZ,85719,Golf,32.27982712,-110.9582291,Estados Unidos,3598,7/26/2016 13:33,2,100,85,East of USA,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/31/2016 13:33,Standard Class
TRANSFER,67.98000336,Advance shipping,Shop By Sport,Corporate,PA,17601,Golf,40.0741272,-76.35184479,Estados Unidos,1958,7/25/2016 17:14,2,79.98000336,67.98000336,South of  USA ,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/27/2016 17:14,Standard Class
TRANSFER,83,Advance shipping,Women's Apparel,Corporate,GA,30083,Golf,33.94672775,-83.99053192,Estados Unidos,9307,4/14/2016 7:34,2,100,83,East of USA,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,4/16/2016 7:34,Standard Class
TRANSFER,83,Late delivery,Women's Apparel,Corporate,NV,89030,Golf,36.19946671,-115.1088638,Estados Unidos,3995,06/03/16 14:09,2,100,83,South of  USA ,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,06/09/16 14:09,Standard Class
TRANSFER,82,Late delivery,Women's Apparel,Corporate,CA,92410,Golf,34.11592865,-117.2950821,Estados Unidos,3485,06/09/16 23:57,2,100,82,East of USA,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/14/2016 23:57,Standard Class
TRANSFER,82,Advance shipping,Women's Apparel,Corporate,KY,40601,Golf,38.11861801,-84.96742249,Estados Unidos,5732,5/30/2016 5:24,2,100,82,South of  USA ,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,06/01/16 05:24,Standard Class
TRANSFER,48.97999954,Advance shipping,Accessories,Corporate,CA,91786,Outdoors,34.10403824,-117.6700363,Estados Unidos,8100,7/27/2016 22:08,2,49.97999954,48.97999954,US Center ,PROCESSING,905,Team Golf Texas Longhorns Putter Grip,24.98999977,7/30/2016 22:08,Standard Class
TRANSFER,119.9800034,Shipping canceled,Cleats,Corporate,CA,91770,Apparel,33.98826981,-118.0931091,Estados Unidos,1475,4/20/2016 11:46,2,119.9800034,119.9800034,US Center ,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,4/25/2016 11:46,Standard Class
TRANSFER,117.5800018,Shipping canceled,Cleats,Corporate,CA,90011,Apparel,34.07881928,-117.9346695,Estados Unidos,552,06/12/16 17:49,2,119.9800034,117.5800018,East of USA,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/15/2016 17:49,Standard Class
TRANSFER,100.7799988,Shipping canceled,Cleats,Corporate,TX,76180,Apparel,32.84292221,-97.22615814,Canada,7113,12/14/2016 5:29,2,119.9800034,100.7799988,Canada,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,12/20/2016 5:29,Standard Class
TRANSFER,89.98999786,Shipping canceled,Cleats,Corporate,MA,1844,Apparel,42.77627945,-71.15115356,Estados Unidos,10667,4/28/2016 11:24,2,119.9800034,89.98999786,West of USA ,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,4/30/2016 11:24,Standard Class
TRANSFER,78.37999725,Shipping canceled,Shop By Sport,Corporate,CA,92025,Golf,34.3919754,-117.3726425,Estados Unidos,10643,08/12/16 21:46,2,79.98000336,78.37999725,East of USA,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/15/2016 21:46,Standard Class
TRANSFER,72.77999878,Shipping canceled,Shop By Sport,Corporate,MI,48858,Golf,43.61513138,-84.60793304,Estados Unidos,2571,5/23/2016 4:32,2,79.98000336,72.77999878,South of  USA ,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,5/28/2016 4:32,Standard Class
TRANSFER,90,Shipping canceled,Women's Apparel,Corporate,CA,92025,Golf,34.3919754,-117.3726425,Estados Unidos,10643,08/12/16 21:46,2,100,90,East of USA,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/15/2016 21:46,Standard Class
TRANSFER,49.47999954,Shipping canceled,Accessories,Corporate,NY,14221,Outdoors,42.97251892,-78.69691467,Estados Unidos,8650,6/19/2016 12:02,2,49.97999954,49.47999954,West of USA ,SUSPECTED_FRAUD,905,Team Golf Texas Longhorns Putter Grip,24.98999977,6/25/2016 12:02,Standard Class
TRANSFER,30.21999931,Shipping canceled,Trade-In,Corporate,HI,96706,Outdoors,21.33713913,-158.0259857,Estados Unidos,5674,06/06/16 22:02,2,31.97999954,30.21999931,East of USA,SUSPECTED_FRAUD,926,Glove It Imperial Golf Towel,15.98999977,06/10/16 22:02,Standard Class
TRANSFER,37.18000031,Shipping canceled,Golf Balls,Corporate,CA,92025,Outdoors,34.3919754,-117.3726425,Estados Unidos,10643,08/12/16 21:46,2,39.97999954,37.18000031,East of USA,SUSPECTED_FRAUD,810,Glove It Women's Mod Oval Golf Glove,19.98999977,8/15/2016 21:46,Standard Class
TRANSFER,179.9700012,Shipping canceled,Cleats,Corporate,TX,75220,Apparel,32.86539459,-96.86858368,Camerún,4429,12/15/2016 22:49,3,179.9700012,179.9700012,Central Africa,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,12/19/2016 22:49,Standard Class
TRANSFER,163.7700043,Shipping canceled,Cleats,Corporate,OR,97303,Apparel,45.01759338,-123.0200729,Somalia,8037,12/30/2016 21:34,3,179.9700012,163.7700043,East Africa,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,01/02/17 21:34,Standard Class
TRANSFER,161.9700012,Shipping canceled,Cleats,Corporate,OR,97303,Apparel,45.01759338,-123.0200729,Somalia,8037,12/30/2016 21:34,3,179.9700012,161.9700012,East Africa,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,01/02/17 21:34,Standard Class
TRANSFER,139.5,Shipping canceled,Women's Apparel,Corporate,CA,91733,Golf,34.0500412,-118.0595932,Nigeria,9352,11/20/2016 2:42,3,150,139.5,West Africa,CANCELED,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/24/2016 2:42,Standard Class
TRANSFER,251.9700012,Late delivery,Cardio Equipment,Corporate,CA,92115,Footwear,32.77627945,-117.1342163,SudAfrica,10081,9/29/2016 17:51,3,299.9700012,251.9700012,Southern Africa,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,10/04/16 17:51,Standard Class
TRANSFER,248.9799957,Advance shipping,Cardio Equipment,Corporate,TX,77479,Footwear,26.23747635,-98.09152985,Egipto,9432,9/29/2016 15:02,3,299.9700012,248.9799957,North Africa,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,10/01/16 15:02,Standard Class
TRANSFER,179.9700012,Late delivery,Cleats,Corporate,NM,88201,Apparel,33.44919205,-104.5260162,Zimbabue,695,10/17/2016 8:22,3,179.9700012,179.9700012,East Africa,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/23/2016 8:22,Standard Class
TRANSFER,179.9700012,Late delivery,Cleats,Corporate,IL,60426,Apparel,41.6237793,-87.6486969,Nigeria,9511,01/05/17 04:45,3,179.9700012,179.9700012,West Africa,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,01/11/17 04:45,Standard Class
TRANSFER,156.5700073,Shipping on time,Cleats,Corporate,NY,14094,Apparel,43.16891098,-78.69216156,Zimbabue,2035,10/02/16 22:34,3,179.9700012,156.5700073,East Africa,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/06/16 22:34,Standard Class
TRANSFER,72.75,Advance shipping,Girls' Apparel,Corporate,UT,84604,Golf,40.3957901,-111.5488815,Marruecos,6492,01/06/17 05:58,3,75,72.75,North Africa,PENDING,567,adidas Men's Germany Black Crest Away Tee,25,01/09/17 05:58,Standard Class
TRANSFER,141.75,Advance shipping,Women's Apparel,Corporate,NY,11706,Golf,40.74021912,-73.30046845,República Democrática del Congo,9112,01/08/17 03:10,3,150,141.75,Central Africa,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,01/10/17 03:10,Standard Class
TRANSFER,127.5,Shipping on time,Women's Apparel,Corporate,PA,19104,Golf,39.95473099,-75.20536804,República Democrática del Congo,7532,11/23/2016 21:48,3,150,127.5,Central Africa,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/27/2016 21:48,Standard Class
TRANSFER,99.58000183,Late delivery,Shop By Sport,Corporate,CA,92115,Golf,32.77627945,-117.1342163,SudAfrica,10081,9/29/2016 17:51,3,119.9700012,99.58000183,Southern Africa,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10/04/16 17:51,Standard Class
TRANSFER,260.9700012,Shipping on time,Cardio Equipment,Corporate,LA,70072,Footwear,29.90017891,-90.10057068,Argelia,6950,12/23/2016 23:30,3,299.9700012,260.9700012,North Africa,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,12/27/2016 23:30,Standard Class
TRANSFER,245.9799957,Late delivery,Cardio Equipment,Corporate,PA,19131,Footwear,39.9591713,-75.24291229,Benín,4830,10/11/16 04:52,3,299.9700012,245.9799957,West Africa,PROCESSING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,10/16/2016 4:52,Standard Class
TRANSFER,158.3699951,Advance shipping,Cleats,Corporate,CA,91790,Apparel,34.06787491,-117.9273758,SudAfrica,11797,09/02/16 15:15,3,179.9700012,158.3699951,Southern Africa,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/05/16 15:15,Standard Class
TRANSFER,156.5700073,Late delivery,Cleats,Corporate,CA,92054,Apparel,34.01664734,-117.7035217,Eritrea,6967,12/27/2016 10:32,3,179.9700012,156.5700073,East Africa,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,01/02/17 10:32,Standard Class
TRANSFER,152.9700012,Late delivery,Cleats,Corporate,CA,92630,Apparel,38.55315399,-121.395546,República Democrática del Congo,2891,9/18/2016 0:10,3,179.9700012,152.9700012,Central Africa,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/24/2016 0:10,Standard Class
TRANSFER,152.9700012,Late delivery,Cleats,Corporate,CO,80013,Apparel,39.49591446,-98.98998261,República Democrática del Congo,9345,01/08/17 22:05,3,179.9700012,152.9700012,Central Africa,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/14/2017 22:05,Standard Class
TRANSFER,151.1699982,Late delivery,Cleats,Corporate,CO,80013,Apparel,39.49591446,-98.98998261,República Democrática del Congo,9345,01/08/17 22:05,3,179.9700012,151.1699982,Central Africa,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/14/2017 22:05,Standard Class
TRANSFER,147.5800018,Advance shipping,Cleats,Corporate,NY,10023,Apparel,40.77587891,-73.98165894,República Democrática del Congo,3306,11/11/16 18:19,3,179.9700012,147.5800018,Central Africa,PROCESSING,365,Perfect Fitness Perfect Rip Deck,59.99000168,11/13/2016 18:19,Standard Class
TRANSFER,144,Shipping on time,Women's Apparel,Corporate,PA,19380,Golf,39.96376801,-75.60626221,Sudán,6670,9/23/2016 14:21,3,150,144,North Africa,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/27/2016 14:21,Standard Class
TRANSFER,113.3700027,Shipping on time,Shop By Sport,Corporate,CA,90024,Golf,34.03483582,-118.260025,Marruecos,9723,12/04/16 17:03,3,119.9700012,113.3700027,North Africa,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,12/08/16 17:03,Standard Class
TRANSFER,139.5,Advance shipping,Women's Apparel,Corporate,NY,10460,Golf,40.84042358,-73.87844849,Burkina Faso,1662,9/21/2016 23:28,3,150,139.5,West Africa,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/24/2016 23:28,Standard Class
TRANSFER,126,Shipping on time,Women's Apparel,Corporate,NY,10128,Golf,40.78022003,-73.95043945,Zimbabue,2709,12/01/16 22:29,3,150,126,East Africa,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/05/16 22:29,Standard Class
TRANSFER,99.58000183,Late delivery,Shop By Sport,Corporate,CA,92346,Golf,34.12934113,-117.1800232,República Democrática del Congo,12101,11/15/2016 4:17,3,119.9700012,99.58000183,Central Africa,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,11/21/2016 4:17,Standard Class
TRANSFER,124.5,Advance shipping,Women's Apparel,Corporate,NY,11220,Golf,40.6416893,-74.01692963,Marruecos,8078,10/27/2016 19:12,3,150,124.5,North Africa,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/29/2016 19:12,Standard Class
TRANSFER,61.34999847,Late delivery,Trade-In,Corporate,CA,92630,Outdoors,38.55315399,-121.395546,República Democrática del Congo,2891,9/18/2016 0:10,3,65.97000122,61.34999847,Central Africa,PROCESSING,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,9/24/2016 0:10,Standard Class
TRANSFER,254.9700012,Shipping canceled,Cardio Equipment,Corporate,IN,46227,Footwear,39.64605331,-86.11961365,Marruecos,2540,1/18/2017 2:06,3,299.9700012,254.9700012,North Africa,SUSPECTED_FRAUD,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,1/22/2017 2:06,Standard Class
TRANSFER,172.7700043,Shipping canceled,Cleats,Corporate,NY,11757,Apparel,40.68665695,-73.37553406,Senegal,4329,12/04/16 01:17,3,179.9700012,172.7700043,West Africa,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,12/08/16 01:17,Standard Class
TRANSFER,170.9700012,Shipping canceled,Cleats,Corporate,CA,90037,Apparel,34.05233765,-118.2418137,Egipto,8841,8/29/2016 19:07,3,179.9700012,170.9700012,North Africa,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/03/16 19:07,Standard Class
TRANSFER,278.9700012,Shipping canceled,Cardio Equipment,Corporate,CT,6902,Footwear,41.02079773,-73.52445984,Alemania,11822,06/09/15 15:01,3,299.9700012,278.9700012,Western Europe,CANCELED,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,06/11/15 15:01,Standard Class
TRANSFER,172.7700043,Shipping canceled,Cleats,Corporate,CA,92404,Apparel,34.07757568,-117.2078857,Francia,2386,10/20/2015 13:15,3,179.9700012,172.7700043,Western Europe,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/23/2015 13:15,Standard Class
TRANSFER,161.9700012,Shipping canceled,Cleats,Corporate,CO,80015,Apparel,39.74221039,-104.8376007,Alemania,2228,9/23/2015 22:34,3,179.9700012,161.9700012,Western Europe,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/28/2015 22:34,Standard Class
TRANSFER,86.40000153,Shipping canceled,Shop By Sport,Corporate,NC,27834,Golf,35.80388641,-77.47067261,Reino Unido,4911,9/26/2015 16:05,3,90,86.40000153,Northern Europe,CANCELED,642,Columbia Men's PFG Anchor Tough T-Shirt,30,9/28/2015 16:05,Standard Class
TRANSFER,136.5,Shipping canceled,Women's Apparel,Corporate,NC,27834,Golf,35.80388641,-77.47067261,Reino Unido,4911,9/26/2015 16:05,3,150,136.5,Northern Europe,CANCELED,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/28/2015 16:05,Standard Class
TRANSFER,136.5,Shipping canceled,Women's Apparel,Corporate,NY,10033,Golf,40.6679306,-73.94806671,Italia,5214,9/26/2017 10:41,3,150,136.5,Southern Europe,CANCELED,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/29/2017 10:41,Standard Class
TRANSFER,124.5,Shipping canceled,Women's Apparel,Corporate,TX,79927,Golf,31.65174103,-106.2676239,Bulgaria,9626,10/16/2016 9:35,3,150,124.5,Eastern Europe,CANCELED,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/22/2016 9:35,Standard Class
TRANSFER,299.9700012,Advance shipping,Cardio Equipment,Corporate,PA,19380,Footwear,39.96376801,-75.60626221,Alemania,2504,9/27/2015 20:07,3,299.9700012,299.9700012,Western Europe,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,9/29/2015 20:07,Standard Class
TRANSFER,293.9700012,Advance shipping,Cardio Equipment,Corporate,FL,32792,Footwear,28.60344505,-81.31519318,Alemania,6741,6/25/2015 4:08,3,299.9700012,293.9700012,Western Europe,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,6/27/2015 4:08,Standard Class
TRANSFER,101.8199997,Shipping on time,Fitness Accessories,Corporate,LA,70117,Footwear,30.00569725,-90.06809235,Francia,8508,9/24/2015 12:14,3,104.9700012,101.8199997,Western Europe,PENDING,235,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,9/28/2015 12:14,Standard Class
TRANSFER,283.4700012,Advance shipping,Cardio Equipment,Corporate,NY,11377,Footwear,40.67355728,-73.60962677,Francia,8652,6/22/2017 14:40,3,299.9700012,283.4700012,Western Europe,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,6/25/2017 14:40,Standard Class
TRANSFER,97.62000275,Shipping on time,Fitness Accessories,Corporate,CA,95051,Footwear,37.34420395,-121.9884415,Alemania,7401,8/27/2015 2:49,3,104.9700012,97.62000275,Western Europe,PENDING,235,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,8/31/2015 2:49,Standard Class
TRANSFER,263.9700012,Late delivery,Cardio Equipment,Corporate,CA,94536,Footwear,37.55712128,-121.9916382,España,5698,06/09/15 02:03,3,299.9700012,263.9700012,Southern Europe,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,6/14/2015 2:03,Standard Class
TRANSFER,263.9700012,Advance shipping,Cardio Equipment,Corporate,OH,44035,Footwear,41.42148209,-82.09407044,Francia,4328,09/11/15 13:50,3,299.9700012,263.9700012,Western Europe,PENDING,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,9/14/2015 13:50,Standard Class
TRANSFER,176.3699951,Advance shipping,Cleats,Corporate,GA,30093,Apparel,33.89028168,-84.19355774,Italia,12341,09/01/15 05:05,3,179.9700012,176.3699951,Southern Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/04/15 05:05,Standard Class
TRANSFER,176.3699951,Advance shipping,Cleats,Corporate,CA,95035,Apparel,37.43395615,-121.8810654,Alemania,8507,7/31/2015 5:50,3,179.9700012,176.3699951,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,08/03/15 05:50,Standard Class
TRANSFER,174.5700073,Late delivery,Cleats,Corporate,TX,78664,Apparel,30.47071457,-97.64977264,Alemania,7882,10/01/15 09:15,3,179.9700012,174.5700073,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/06/15 09:15,Standard Class
TRANSFER,170.9700012,Advance shipping,Cleats,Corporate,CA,93306,Apparel,35.38673019,-118.8938522,Austria,8281,6/19/2015 6:35,3,179.9700012,170.9700012,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/22/2015 6:35,Standard Class
TRANSFER,167.3699951,Shipping on time,Cleats,Corporate,CA,95124,Apparel,37.26665497,-121.9148026,Rumania,10930,11/19/2016 7:26,3,179.9700012,167.3699951,Eastern Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,11/23/2016 7:26,Standard Class
TRANSFER,167.3699951,Late delivery,Cleats,Corporate,CA,93722,Apparel,34.22850037,-119.185585,Reino Unido,603,8/17/2017 18:48,3,179.9700012,167.3699951,Northern Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,8/23/2017 18:48,Standard Class
TRANSFER,167.3699951,Late delivery,Cleats,Corporate,NJ,7047,Apparel,40.79859161,-74.00170898,Países Bajos,3884,08/07/15 22:49,3,179.9700012,167.3699951,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,8/13/2015 22:49,Standard Class
TRANSFER,167.3699951,Advance shipping,Cleats,Corporate,OR,97470,Apparel,43.20556259,-123.3465195,Francia,4708,6/18/2015 18:20,3,179.9700012,167.3699951,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/21/2015 18:20,Standard Class
TRANSFER,167.3699951,Shipping on time,Cleats,Corporate,PA,17402,Apparel,39.9602356,-76.67675781,Francia,11419,10/11/15 12:23,3,179.9700012,167.3699951,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/15/2015 12:23,Standard Class
TRANSFER,167.3699951,Late delivery,Cleats,Corporate,PA,17055,Apparel,40.21145248,-77.0072937,Alemania,4668,8/31/2015 7:22,3,179.9700012,167.3699951,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/06/15 07:22,Standard Class
TRANSFER,163.7700043,Advance shipping,Cleats,Corporate,OH,43701,Apparel,39.91952896,-82.00141907,Italia,6740,6/28/2017 19:13,3,179.9700012,163.7700043,Southern Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/30/2017 19:13,Standard Class
TRANSFER,161.9700012,Late delivery,Cleats,Corporate,IL,60504,Apparel,41.72254562,-88.27864075,Dinamarca,3262,6/28/2017 15:01,3,179.9700012,161.9700012,Northern Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,07/03/17 15:01,Standard Class
TRANSFER,161.9700012,Advance shipping,Cleats,Corporate,OH,44035,Apparel,41.42148209,-82.09407044,Francia,4328,09/11/15 13:50,3,179.9700012,161.9700012,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/14/2015 13:50,Standard Class
TRANSFER,158.3699951,Advance shipping,Cleats,Corporate,CA,92054,Apparel,33.1927948,-117.3563385,Alemania,9858,08/02/17 06:23,3,179.9700012,158.3699951,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,08/05/17 06:23,Standard Class
TRANSFER,156.5700073,Advance shipping,Cleats,Corporate,NY,11204,Apparel,40.67355347,-73.94458771,Alemania,10957,08/05/17 02:21,3,179.9700012,156.5700073,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,08/07/17 02:21,Standard Class
TRANSFER,152.9700012,Late delivery,Cleats,Corporate,NM,87105,Apparel,35.06517029,-106.6699524,Francia,10834,8/27/2015 21:02,3,179.9700012,152.9700012,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/02/15 21:02,Standard Class
TRANSFER,151.1699982,Shipping on time,Cleats,Corporate,CA,92102,Apparel,32.74446106,-117.1847839,España,11634,6/23/2017 22:33,3,179.9700012,151.1699982,Southern Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/27/2017 22:33,Standard Class
TRANSFER,151.1699982,Shipping on time,Cleats,Corporate,AZ,85254,Apparel,29.40739441,-98.65895081,Alemania,505,6/17/2015 19:54,3,179.9700012,151.1699982,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/21/2015 19:54,Standard Class
TRANSFER,143.9799957,Advance shipping,Cleats,Corporate,OH,45044,Apparel,40.97532272,-80.56996918,Francia,8026,09/01/15 15:15,3,179.9700012,143.9799957,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/03/15 15:15,Standard Class
TRANSFER,134.9799957,Advance shipping,Cleats,Corporate,NC,27406,Apparel,36.05080414,-79.79826355,Francia,4991,6/30/2015 8:30,3,179.9700012,134.9799957,Western Europe,PENDING,365,Perfect Fitness Perfect Rip Deck,59.99000168,07/02/15 08:30,Standard Class
TRANSFER,119.9700012,Advance shipping,Shop By Sport,Corporate,MI,48823,Golf,42.75529099,-84.45345306,Austria,7830,8/20/2015 1:57,3,119.9700012,119.9700012,Western Europe,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/22/2015 1:57,Standard Class
TRANSFER,148.5,Advance shipping,Women's Apparel,Corporate,CA,93063,Golf,34.26791382,-118.6712112,Francia,12034,7/20/2015 1:28,3,150,148.5,Western Europe,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/22/2015 1:28,Standard Class
TRANSFER,147,Late delivery,Women's Apparel,Corporate,TX,77015,Golf,29.77217293,-95.18963623,Italia,619,9/23/2017 6:39,3,150,147,Southern Europe,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/29/2017 6:39,Standard Class
TRANSFER,117.5699997,Advance shipping,Shop By Sport,Corporate,PA,19380,Golf,39.96376801,-75.60626221,Alemania,2504,9/27/2015 20:07,3,119.9700012,117.5699997,Western Europe,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/29/2015 20:07,Standard Class
TRANSFER,144,Advance shipping,Women's Apparel,Corporate,CA,90024,Golf,34.06435013,-118.437088,Reino Unido,10137,7/24/2015 0:24,3,150,144,Northern Europe,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/27/2015 0:24,Standard Class
TRANSFER,115.1699982,Late delivery,Shop By Sport,Corporate,CA,94553,Golf,38.01199341,-122.1196899,Italia,5097,09/03/15 03:20,3,119.9700012,115.1699982,Southern Europe,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,09/08/15 03:20,Standard Class
TRANSFER,115.1699982,Advance shipping,Shop By Sport,Corporate,CA,91765,Golf,34.03541946,-117.8064346,Italia,8640,6/15/2015 15:00,3,119.9700012,115.1699982,Southern Europe,PENDING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,6/18/2015 15:00,Standard Class
TRANSFER,113.3700027,Late delivery,Girls' Apparel,Corporate,CO,80631,Golf,40.41231918,-104.6923523,Francia,4700,7/19/2015 12:30,3,119.9700012,113.3700027,Western Europe,PENDING,572,TYR Boys' Team Digi Jammer,39.99000168,7/24/2015 12:30,Standard Class
TRANSFER,141.75,Advance shipping,Women's Apparel,Corporate,CA,94122,Golf,37.7617569,-122.4713516,Francia,9636,7/17/2015 19:10,3,150,141.75,Western Europe,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/19/2015 19:10,Standard Class
TRANSFER,132,Advance shipping,Women's Apparel,Corporate,CA,91765,Golf,34.03541946,-117.8064346,Italia,8640,6/15/2015 15:00,3,150,132,Southern Europe,PENDING,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/18/2015 15:00,Standard Class
